Subsidies Claimed,Government Schemes Accessed,Program Name,Scheme Enrollment Status,Vaccination Status,Health Insurance Linked,Consent Given for Data Sharing,Data Breach Status,Breach Date
114251.32334794993,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-30358.547257591104,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,No,
69744.71102511548,PDS,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
112740.52036411368,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-11-27
-35247.907518743974,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
80619.03196535454,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-13878.68509307204,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2019-12-29
127189.45067822885,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2015-05-18
80924.13102229469,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2020-06-08
142476.4223085234,Other,Other,Enrolled,Not Vaccinated,No,No,Yes,2021-01-18
65120.73700275364,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2017-11-14
42344.753481593245,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2016-09-17
42424.35060381329,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-73491.05229242251,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2012-11-05
121251.9592599228,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,No,
3179.438314378837,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
40481.64980011274,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
47011.25167087901,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
46466.0610774453,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
9482.811991446459,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
136985.75782505533,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
305.56199315413323,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2012-11-04
-44051.4932419488,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
47924.07308698827,Other,Other,Enrolled,Vaccinated,Yes,No,Yes,2017-02-09
40243.30739267487,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2024-03-17
21702.39822623867,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
18112.90138517016,Other,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,Yes,2012-12-21
65093.65322872938,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
12934.829176703048,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-454.80952531705134,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2020-12-09
194521.49164228002,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-52646.51555413834,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-16317.602797007254,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2021-09-24
-94292.6517965047,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2022-01-17
14464.153751698355,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-24764.40361690997,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
1368.484581214776,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
46129.33447802537,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2015-03-20
42848.661977102456,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2020-10-30
62031.30074383252,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
-37999.90403757992,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2010-11-01
83274.51121869445,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2021-08-21
-344.9733028540659,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
8979.044152348004,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2018-12-25
-216895.89732717085,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2022-12-24
42692.43072040016,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-08-01
63291.594921102864,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
18537.96765509706,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
45477.12181877086,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2012-06-03
10244.235779623314,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2022-08-10
135825.41961532398,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2021-09-25
-8235.260595701446,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2016-07-07
13946.776600969286,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
-38327.28167041634,Other,Other,Enrolled,Not Vaccinated,No,No,No,
94906.61648557882,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
36797.72661518458,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2015-01-20
13105.307523257052,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2022-09-14
-66349.23487612148,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2011-09-06
-17616.109947132274,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2024-09-29
-67794.16855782719,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
57620.46364624862,Other,Other,Enrolled,Vaccinated,No,No,Yes,2018-06-23
-4030.347998991452,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-12-22
29300.740565086082,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
27987.345931684868,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-31709.417120763148,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2018-06-01
-23963.928710641303,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2018-08-12
-21050.12729002779,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2021-11-07
-136450.27825609772,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2017-02-16
-65316.65586878634,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2021-03-26
75698.27366892836,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-122271.75740221002,Other,Other,Not Enrolled,Vaccinated,No,No,No,
68421.80814954407,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2010-06-23
165447.2080140272,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-2693.776687308189,Other,Other,Enrolled,Not Vaccinated,No,Yes,No,
73037.89588981577,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
53566.84996143119,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2012-04-11
29779.87821462009,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-03-17
95370.9509932776,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2013-09-01
12414.017896590467,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2010-01-18
-243621.33783987787,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-24351.219288861124,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
-144214.90619840557,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
127535.97726815287,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
-11348.661817219876,PDS,Other,Enrolled,Vaccinated,No,No,No,
-101124.3862373858,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2021-01-16
-61981.63133348884,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2024-06-02
69336.54621260588,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
79793.20784458148,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
515.6992954145207,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
25807.103084927963,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
48545.099274886175,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
48143.13579702503,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
10186.319354140305,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
-38220.732583052406,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2013-03-08
143937.7551598068,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
45471.428813506966,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2012-01-24
25960.336114484417,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2015-10-13
35979.37802152437,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
65261.088100860376,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
-23684.88998766336,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2015-08-27
28248.784615115088,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2020-06-19
-19063.176144528585,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
55313.118386621834,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
-108447.71937713375,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
1267.7611892830646,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
10947.391905118124,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2019-06-07
59626.596024560036,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,No,
98512.03223776004,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-39286.30456694582,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
72489.90977262612,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2013-12-15
113308.5158311631,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-18892.156112005763,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2017-09-10
40661.747023215044,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
78.80254842240538,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2015-05-30
17995.158894474363,Other,Other,Enrolled,Vaccinated,No,No,No,
-12567.679576513467,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2015-08-25
128445.05990218371,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2013-06-01
92225.99454494483,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
92067.84743895278,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2013-03-28
110667.04893476295,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
109814.27198749194,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
63751.228528464504,PDS,Other,Enrolled,Vaccinated,No,No,No,
114377.51325615017,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2012-11-03
32643.66088831154,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
54310.00671620299,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2021-05-08
104062.87878326779,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
66984.85819552602,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
28533.09092784848,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
-2942.7360229199003,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2015-04-08
-3024.2586077334345,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
26216.42990344806,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
124503.22145244449,PDS,Other,Enrolled,Vaccinated,No,No,No,
26410.196103418468,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2016-11-28
67963.84297801288,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2023-11-20
-1898.0233422144297,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
87998.78337424352,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
108840.5734397771,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,No,
8082.910136794801,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
35255.87094135297,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
85234.75778544419,PDS,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2014-12-04
-17238.538617964445,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2011-07-03
-63684.16862689231,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2011-07-01
7001.581098746427,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2019-09-05
8924.919775503822,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2012-01-13
-22744.364253139123,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
-45686.019592415905,Other,Other,Enrolled,Vaccinated,Yes,No,Yes,2023-01-22
-25464.050193485447,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
-98217.9057357286,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
51202.392225014795,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2023-05-31
24238.209857689937,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2019-05-23
33003.8814694654,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2014-04-06
73506.08876480944,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
2620.141564793865,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
20464.384037198663,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-26560.31675537496,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2014-03-26
8512.174748292404,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2012-06-22
67307.73733806555,Other,Other,Enrolled,Not Vaccinated,No,No,No,
23145.826410170834,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
24892.596269541078,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
82008.09805741977,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2020-03-08
179711.81630651103,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2010-01-25
41997.24947510633,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,No,
80735.99055142546,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2022-06-13
54909.97779285776,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2020-06-20
146.4019202983327,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
127011.63922011771,MGNREGA,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2022-04-03
43963.674073807924,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-30831.170829741954,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
148131.4837307523,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2011-03-19
-40098.32732478087,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2020-09-02
83940.80042578709,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2017-02-08
243082.7199776001,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-38074.557995764604,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
17544.870856367983,PDS,Other,Enrolled,Vaccinated,Yes,Yes,No,
63810.64220623761,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
70056.81950346142,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
28452.37842244784,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,No,
62343.29322970596,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
42721.03435713776,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2012-12-03
153638.12396733055,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2017-08-24
-48954.998093270995,PDS,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2013-05-19
24963.582990739178,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
377.2594192483848,Other,Other,Enrolled,Not Vaccinated,No,No,No,
-684.6886600967991,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
-10177.702588584962,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
-85795.59994240354,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
-109732.43566059876,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
89396.8018112313,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
142707.95846989186,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
23781.47342492481,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
-23839.55724215934,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
39379.03872218856,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2023-02-22
39298.48471341628,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2021-09-16
-145626.0142795421,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
175089.7754190535,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2012-11-21
46763.982238347795,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2021-02-26
14016.732210975688,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2021-11-29
61285.56121705928,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2010-08-28
51979.52325448624,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2021-02-15
192040.7896516275,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
8204.152467703256,Other,Other,Not Enrolled,Vaccinated,No,No,No,
-142962.67454745204,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
60552.70474814667,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2010-01-18
15325.131799521854,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2016-04-01
-56528.2320908547,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2011-04-21
-13124.24783002575,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2020-03-13
35898.36527185967,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2022-07-26
43113.61335470258,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
-68276.12842972344,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
116762.1052992599,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
220911.07848930123,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
53420.9396124834,Other,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2015-09-21
13020.863491841801,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2018-07-12
-24729.175342088653,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
-7583.959667967691,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2018-01-05
185236.27816632067,Other,Other,Enrolled,Vaccinated,No,No,No,
55670.17874088781,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
42748.40385006259,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
138193.55600954883,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
202218.83445116336,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2011-10-30
9386.01229064722,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2020-03-01
-21042.90669658035,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
26980.57307110783,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
59851.603941315596,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
125629.7891468856,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
23359.89921542965,Other,Other,Not Enrolled,Vaccinated,No,No,No,
25855.45939381217,Other,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
16480.317628152086,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2014-06-24
-5591.249202776522,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2015-09-20
-47766.03473246997,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2011-11-01
15918.17470278975,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
249391.36155235517,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2022-03-04
16515.616781955432,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
108953.08929761231,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
32389.96362701384,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
94179.78000850964,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-262600.1665657606,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
193838.42572782395,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2021-12-15
61744.62373516494,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2012-01-19
-71607.75482776262,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
11144.768571673107,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-06-24
121325.54327870728,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2015-09-11
24460.798937596137,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2021-04-07
110515.7546116482,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
202168.71083076778,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
129478.80062251056,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
42300.66616218976,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
71097.0134373431,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-6322.02384582927,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2017-06-25
44662.97949032077,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
-43194.95705726676,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
117474.84427616467,Other,Other,Enrolled,Not Vaccinated,No,No,Yes,2012-06-01
2496.921595002368,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2020-10-24
28522.70843815508,Other,Other,Not Enrolled,Vaccinated,No,No,No,
28998.138314683383,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2019-06-19
8657.915450881315,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-29064.490443782168,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2016-01-12
-37742.65495649648,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2016-06-08
9040.242643035794,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2020-07-06
18623.609541772155,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-77539.80437279257,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
-132010.1314684397,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
-24822.83454700192,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2016-03-08
44870.968527960125,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2012-06-07
11417.419050360153,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2016-04-18
-2634.62842575425,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2011-02-23
74401.21685115848,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-13020.295773598256,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-12627.365051819077,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2015-08-02
-54376.31580061147,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2021-07-23
134009.37069445982,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-326649.73722465587,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2010-01-29
52939.37791737626,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
74626.1532411926,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2014-09-01
21942.15876948582,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
15119.456032736123,Other,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2010-01-01
57039.54935899889,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2018-12-21
95737.34327896158,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2024-05-08
19182.851820712996,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2022-10-10
64455.99628928414,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
19227.906760467067,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2017-09-22
40801.66070917443,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2011-12-12
121132.7035483896,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,Yes,2023-12-20
