State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Uttarakhand,Tadipatri,Gujarat,Hindu,General,Secondary,Teacher,-1.682851649698991,Upper Middle Class
Nagaland,Rourkela,Uttarakhand,Hindu,General,Higher Secondary,Engineer,9.889744848898216,Lower Middle Class
Arunachal Pradesh,Baranagar,Uttarakhand,Hindu,OBC,Secondary,Daily Wage Worker,-3.355702703904462,Lower Middle Class
Tripura,Jamalpur,Telangana,Muslim,General,Post Graduate,Businessman,-0.08387570104542919,Middle Class
Kerala,Sambalpur,Tripura,Hindu,OBC,Post Graduate,Doctor,19.46240466971212,Upper Middle Class
Chhattisgarh,Haridwar,Tripura,Hindu,SC,Secondary,Teacher,23.34088647891201,Below Poverty Line
Assam,Bathinda,Sikkim,Hindu,ST,Secondary,Daily Wage Worker,20.580648472704105,Middle Class
Bihar,Surat,Andhra Pradesh,Hindu,OBC,Graduate,Farmer,3.313663289627118,Middle Class
Madhya Pradesh,Chinsurah,Mizoram,Hindu,OBC,Higher Secondary,Daily Wage Worker,5.298829577804224,Below Poverty Line
Punjab,Saharsa,West Bengal,Hindu,OBC,Higher Secondary,Farmer,6.4314025020866055,Lower Middle Class
Tamil Nadu,Panchkula,Manipur,Hindu,OBC,Graduate,Farmer,-4.52949358454287,Lower Middle Class
Goa,Erode,Jharkhand,Hindu,OBC,Post Graduate,Engineer,16.414810087112265,Middle Class
Bihar,Bongaigaon,Jharkhand,Muslim,General,Secondary,Daily Wage Worker,8.012900426960478,Below Poverty Line
Nagaland,Bhusawal,Manipur,Muslim,OBC,Graduate,Daily Wage Worker,13.178432856128433,Middle Class
Meghalaya,Siliguri,Tripura,Hindu,General,Post Graduate,Farmer,25.294160794925126,Lower Middle Class
Arunachal Pradesh,Dhanbad,Arunachal Pradesh,Christian,OBC,Higher Secondary,Daily Wage Worker,5.636729058756302,Middle Class
Uttarakhand,Surat,Rajasthan,Hindu,General,Secondary,Daily Wage Worker,-4.038167686933097,Below Poverty Line
Chhattisgarh,Davanagere,Nagaland,Hindu,OBC,Higher Secondary,Farmer,4.318638556737195,Lower Middle Class
Punjab,Aurangabad,Haryana,Hindu,OBC,Higher Secondary,Farmer,41.421506956264,Lower Middle Class
Nagaland,Sambhal,Uttar Pradesh,Hindu,OBC,Post Graduate,Businessman,5.159769192151758,Below Poverty Line
Manipur,Danapur,Uttarakhand,Hindu,OBC,Higher Secondary,Farmer,6.60932535511485,Lower Middle Class
Nagaland,Gudivada,Goa,Hindu,General,Graduate,Businessman,2.076227396067214,Upper Middle Class
Uttar Pradesh,Guntur,Chhattisgarh,Hindu,SC,Higher Secondary,IT Professional,-6.059747686217211,Upper Middle Class
Tamil Nadu,Saharanpur,Sikkim,Hindu,General,Higher Secondary,Farmer,3.198124231338793,Lower Middle Class
Kerala,Anantapur,Uttarakhand,Hindu,General,Higher Secondary,Farmer,13.10401029804661,Below Poverty Line
Punjab,Bijapur,Kerala,Hindu,OBC,Secondary,Farmer,13.144105973387642,Middle Class
Punjab,Dharmavaram,Tripura,Hindu,OBC,Graduate,Businessman,18.38556352536808,Lower Middle Class
Meghalaya,Ozhukarai,Gujarat,Muslim,General,Higher Secondary,Farmer,-3.943580113843918,Middle Class
Tamil Nadu,Bhagalpur,Nagaland,Hindu,ST,Graduate,IT Professional,13.53715046761118,Below Poverty Line
Rajasthan,Tirupati,Manipur,Muslim,OBC,Graduate,IT Professional,6.696787797396648,Lower Middle Class
Tamil Nadu,Jammu,Chhattisgarh,Muslim,General,Higher Secondary,Daily Wage Worker,-12.463210495506763,Lower Middle Class
Assam,Gaya,West Bengal,Hindu,OBC,Secondary,Teacher,5.068302214458827,Lower Middle Class
Bihar,Karnal,Karnataka,Hindu,OBC,Graduate,Businessman,-10.63642069902187,Lower Middle Class
Maharashtra,Kishanganj,Tripura,Hindu,SC,Post Graduate,Farmer,-37.005418287836356,Middle Class
Uttarakhand,Kishanganj,Madhya Pradesh,Muslim,OBC,Secondary,IT Professional,8.145901594656529,Lower Middle Class
Goa,Jamshedpur,Uttar Pradesh,Hindu,General,Doctorate,Doctor,2.8842982072077454,Lower Middle Class
Karnataka,Eluru,Uttar Pradesh,Hindu,OBC,Secondary,Daily Wage Worker,18.06267701695006,Middle Class
Manipur,Bharatpur,Bihar,Hindu,OBC,Graduate,Engineer,13.00519524393528,Middle Class
Manipur,Vellore,Telangana,Muslim,General,Primary,Farmer,-3.5115152218599377,Middle Class
Madhya Pradesh,Bharatpur,Nagaland,Hindu,General,Primary,Businessman,-20.59000294031012,Lower Middle Class
Gujarat,Panipat,Gujarat,Hindu,General,Graduate,Farmer,-9.00355827976436,Rich
Maharashtra,Naihati,Meghalaya,Hindu,OBC,Secondary,IT Professional,4.154687162376383,Middle Class
Gujarat,Machilipatnam,Mizoram,Hindu,General,Higher Secondary,Doctor,9.957170789474683,Middle Class
Assam,Asansol,Meghalaya,Hindu,General,Secondary,Daily Wage Worker,-8.58803638522323,Lower Middle Class
Bihar,Khora ,Nagaland,Muslim,OBC,Graduate,Farmer,3.5611198528612498,Lower Middle Class
Andhra Pradesh,Chandrapur,Arunachal Pradesh,Hindu,General,Graduate,Farmer,3.388147376114759,Middle Class
Kerala,Narasaraopet,Goa,Hindu,OBC,Graduate,Daily Wage Worker,1.4200251815336735,Middle Class
Bihar,Shimoga,Andhra Pradesh,Hindu,OBC,Doctorate,Businessman,-6.754420073970524,Lower Middle Class
Odisha,Rajahmundry,Sikkim,Hindu,OBC,Graduate,Teacher,13.925039773387262,Lower Middle Class
Telangana,Eluru,Uttar Pradesh,Hindu,OBC,Higher Secondary,IT Professional,31.828023119171842,Middle Class
Kerala,Chandrapur,Chhattisgarh,Hindu,OBC,Higher Secondary,Daily Wage Worker,-6.650982964734279,Lower Middle Class
Madhya Pradesh,Bokaro,Rajasthan,Hindu,OBC,Higher Secondary,IT Professional,4.548426326682458,Lower Middle Class
Sikkim,Bilaspur,Andhra Pradesh,Hindu,OBC,Primary,Farmer,7.469103839210048,Lower Middle Class
Tripura,Ghaziabad,Mizoram,Hindu,OBC,Graduate,Farmer,-18.037163037741223,Lower Middle Class
Tripura,Bhatpara,Telangana,Hindu,SC,Primary,Daily Wage Worker,0.8664832821646127,Middle Class
West Bengal,Serampore,Madhya Pradesh,Hindu,SC,Graduate,Businessman,13.300132394101677,Middle Class
Telangana,Kulti,Sikkim,Hindu,ST,Graduate,Farmer,7.104550979189579,Upper Middle Class
Punjab,Medininagar,Mizoram,Hindu,OBC,Higher Secondary,Daily Wage Worker,-1.0174187491540398,Below Poverty Line
Tamil Nadu,Sikar,Telangana,Hindu,General,Primary,Farmer,-8.514855360237473,Middle Class
Himachal Pradesh,Bidhannagar,Karnataka,Hindu,OBC,Post Graduate,Businessman,-4.068291699730015,Below Poverty Line
Gujarat,Chandrapur,Andhra Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,20.232994987943062,Below Poverty Line
Telangana,Bhalswa Jahangir Pur,Punjab,Hindu,OBC,Higher Secondary,Farmer,5.727937861372622,Middle Class
Uttar Pradesh,Karnal,Tamil Nadu,Hindu,SC,Secondary,Daily Wage Worker,11.984157701895663,Lower Middle Class
Tamil Nadu,Karimnagar,Jharkhand,Muslim,SC,Higher Secondary,Doctor,5.45156916831792,Upper Middle Class
Kerala,Nadiad,Tamil Nadu,Hindu,ST,Higher Secondary,IT Professional,-2.1743027114113147,Lower Middle Class
Kerala,Bihar Sharif,Tamil Nadu,Hindu,General,Graduate,Daily Wage Worker,27.855702477315543,Below Poverty Line
Mizoram,Ramgarh,Karnataka,Muslim,ST,Graduate,Farmer,3.8582445292225573,Lower Middle Class
Chhattisgarh,Tumkur,Chhattisgarh,Hindu,SC,Graduate,Daily Wage Worker,9.563787639293983,Lower Middle Class
West Bengal,Mysore,Assam,Hindu,OBC,Graduate,Teacher,17.544775085514797,Middle Class
Bihar,Erode,West Bengal,Hindu,OBC,Primary,Teacher,0.6641233756546964,Upper Middle Class
Himachal Pradesh,Korba,Uttarakhand,Muslim,General,Higher Secondary,Businessman,11.78025835559622,Middle Class
Telangana,Burhanpur,Uttar Pradesh,Muslim,OBC,Higher Secondary,Daily Wage Worker,10.022916809672221,Lower Middle Class
Uttar Pradesh,Kadapa,Andhra Pradesh,Jain,OBC,Secondary,Daily Wage Worker,2.277786272358976,Lower Middle Class
Karnataka,Bardhaman,Arunachal Pradesh,Hindu,OBC,Higher Secondary,Farmer,3.5955907753151704,Below Poverty Line
Uttarakhand,Arrah,Uttar Pradesh,Hindu,General,Primary,Daily Wage Worker,11.859715993995913,Middle Class
Punjab,Rajkot,Himachal Pradesh,Hindu,General,Higher Secondary,Farmer,24.177240227820498,Below Poverty Line
Odisha,Alappuzha,Chhattisgarh,Hindu,SC,Graduate,Daily Wage Worker,27.566408856589973,Below Poverty Line
Mizoram,Tiruvottiyur,Assam,Hindu,OBC,Post Graduate,Businessman,5.1988932430630985,Below Poverty Line
Uttarakhand,Gandhinagar,Gujarat,Hindu,General,Higher Secondary,Farmer,1.7857188455033834,Upper Middle Class
Himachal Pradesh,Sonipat,Kerala,Hindu,General,Higher Secondary,Businessman,-3.0029095373042427,Below Poverty Line
Nagaland,Narasaraopet,Nagaland,Hindu,OBC,Post Graduate,Daily Wage Worker,10.416166739744165,Upper Middle Class
Rajasthan,Parbhani,Bihar,Hindu,OBC,Post Graduate,Farmer,13.893587029373958,Upper Middle Class
Kerala,Pune,Nagaland,Hindu,General,Graduate,IT Professional,2.239738632504112,Middle Class
Nagaland,Navi Mumbai,Madhya Pradesh,Hindu,OBC,Higher Secondary,Farmer,1.8352329841487416,Rich
Mizoram,Rampur,Sikkim,Muslim,OBC,Secondary,IT Professional,5.2925489945623605,Middle Class
Andhra Pradesh,Giridih,Chhattisgarh,Hindu,ST,Secondary,Teacher,12.490652348347258,Below Poverty Line
Tamil Nadu,Thoothukudi,Mizoram,Hindu,OBC,Graduate,Engineer,1.4660698459401034,Lower Middle Class
Jharkhand,Tadepalligudem,Himachal Pradesh,Hindu,OBC,Graduate,Farmer,1.1871664094520353,Lower Middle Class
Uttar Pradesh,Shimla,Madhya Pradesh,Muslim,SC,Higher Secondary,Teacher,3.1381651194849325,Rich
Meghalaya,Bongaigaon,Telangana,Hindu,General,Higher Secondary,Farmer,-3.2534598564222437,Middle Class
Arunachal Pradesh,Kolhapur,Bihar,Hindu,General,Secondary,IT Professional,3.5137533479728553,Middle Class
Nagaland,Srikakulam,Punjab,Muslim,General,Secondary,Teacher,13.022646412445644,Lower Middle Class
Tripura,Bokaro,Himachal Pradesh,Hindu,General,Secondary,Farmer,13.366966119215732,Lower Middle Class
Gujarat,Bhilai,Odisha,Muslim,OBC,Primary,Engineer,-0.24276959250538077,Below Poverty Line
Maharashtra,North Dumdum,Gujarat,Christian,General,Higher Secondary,Teacher,11.523615339501294,Upper Middle Class
Tripura,Vellore,Mizoram,Hindu,General,Secondary,Teacher,4.8643941302195115,Middle Class
West Bengal,Faridabad,Madhya Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,0.8908278514590857,Lower Middle Class
Chhattisgarh,Mangalore,Chhattisgarh,Muslim,OBC,Higher Secondary,Daily Wage Worker,-20.90385118809342,Middle Class
Tamil Nadu,Hosur,Assam,Hindu,OBC,Higher Secondary,Engineer,13.93995618261705,Rich
Telangana,Srikakulam,West Bengal,Muslim,SC,Primary,Engineer,-7.244355775442186,Below Poverty Line
Assam,Tadepalligudem,Tripura,Hindu,OBC,Graduate,Engineer,10.27436875397734,Upper Middle Class
Uttar Pradesh,Nandyal,Uttar Pradesh,Hindu,OBC,Secondary,Farmer,13.060522340171516,Middle Class
Chhattisgarh,Visakhapatnam,Odisha,Hindu,OBC,Graduate,Farmer,7.637567288464501,Lower Middle Class
Goa,Gwalior,Mizoram,Buddhist,OBC,Secondary,Farmer,5.033462000630294,Lower Middle Class
Andhra Pradesh,Nashik,Manipur,Hindu,General,Higher Secondary,Engineer,-5.876159504548068,Middle Class
Himachal Pradesh,Guntur,Uttar Pradesh,Buddhist,OBC,Higher Secondary,Daily Wage Worker,14.134513636511675,Lower Middle Class
Chhattisgarh,Bally,Haryana,Hindu,SC,Secondary,Doctor,6.920347390752504,Lower Middle Class
Meghalaya,Kamarhati,Assam,Hindu,OBC,Secondary,Teacher,21.061168258758485,Lower Middle Class
Meghalaya,Sonipat,Uttarakhand,Muslim,OBC,Higher Secondary,Engineer,-3.328109879735411,Lower Middle Class
Telangana,Coimbatore,Haryana,Hindu,General,Graduate,Daily Wage Worker,-1.0285456777023736,Lower Middle Class
Tripura,Tirupati,Manipur,Hindu,OBC,Secondary,Engineer,-0.17852469673116822,Lower Middle Class
Assam,Kishanganj,Himachal Pradesh,Other,General,Primary,Businessman,-8.73477705853923,Middle Class
Odisha,Motihari,Haryana,Sikh,SC,Higher Secondary,Farmer,-0.6642092107116544,Upper Middle Class
Goa,Akola,Jharkhand,Hindu,General,Secondary,Teacher,-20.299914245307225,Lower Middle Class
Telangana,Hapur,Arunachal Pradesh,Hindu,OBC,Graduate,Doctor,16.03332285553545,Lower Middle Class
Kerala,Maheshtala,Mizoram,Hindu,ST,Higher Secondary,Teacher,-14.903701449960781,Upper Middle Class
Meghalaya,Bally,Rajasthan,Hindu,OBC,Higher Secondary,Daily Wage Worker,-6.120709145948183,Middle Class
Manipur,Durgapur,Manipur,Hindu,General,Primary,Daily Wage Worker,9.187971581740783,Upper Middle Class
Tamil Nadu,Deoghar,Madhya Pradesh,Hindu,SC,Higher Secondary,Farmer,5.571776878785512,Lower Middle Class
Jharkhand,Mysore,Bihar,Hindu,OBC,Higher Secondary,Daily Wage Worker,5.480327677621068,Lower Middle Class
Telangana,Proddatur,Himachal Pradesh,Hindu,OBC,Graduate,Farmer,6.815122748445555,Upper Middle Class
Telangana,Mango,Chhattisgarh,Christian,OBC,Graduate,Daily Wage Worker,11.255742042062337,Below Poverty Line
Rajasthan,Jhansi,Chhattisgarh,Hindu,General,Higher Secondary,Businessman,8.737843081108837,Lower Middle Class
Odisha,Pallavaram,Meghalaya,Hindu,OBC,Graduate,Businessman,0.3568440406888911,Upper Middle Class
Uttarakhand,Vellore,Haryana,Muslim,OBC,Higher Secondary,Farmer,0.030197787838185608,Below Poverty Line
Himachal Pradesh,Nadiad,Gujarat,Muslim,OBC,Secondary,Farmer,18.95762315493306,Upper Middle Class
Maharashtra,Warangal,Madhya Pradesh,Hindu,General,Graduate,Teacher,8.414536897780586,Below Poverty Line
Tamil Nadu,Panipat,Odisha,Muslim,OBC,Higher Secondary,Businessman,15.019561980112135,Upper Middle Class
Telangana,Ozhukarai,Telangana,Hindu,SC,Higher Secondary,Businessman,27.712843745984845,Upper Middle Class
Nagaland,Gulbarga,Punjab,Hindu,SC,Primary,Engineer,-2.628458463401719,Below Poverty Line
Odisha,Kavali,Uttarakhand,Hindu,General,Higher Secondary,IT Professional,9.500646205485518,Lower Middle Class
Uttar Pradesh,Nellore,Meghalaya,Hindu,General,Higher Secondary,Daily Wage Worker,11.177147209161431,Lower Middle Class
Haryana,Mira-Bhayandar,Tamil Nadu,Hindu,OBC,Graduate,Daily Wage Worker,-6.210827727207093,Middle Class
Haryana,Nandyal,Arunachal Pradesh,Sikh,General,Graduate,Businessman,13.332118813795,Lower Middle Class
Tamil Nadu,Chinsurah,Kerala,Hindu,OBC,Graduate,Farmer,12.778379805278052,Upper Middle Class
Assam,Maheshtala,Haryana,Hindu,SC,Graduate,Daily Wage Worker,1.0867339063719967,Below Poverty Line
Sikkim,Farrukhabad,Andhra Pradesh,Hindu,General,Higher Secondary,IT Professional,-6.730512141053795,Below Poverty Line
Haryana,Raurkela Industrial Township,Karnataka,Jain,ST,Post Graduate,Engineer,-1.5084784070159074,Middle Class
Goa,Amritsar,Odisha,Hindu,OBC,Graduate,Daily Wage Worker,-9.924829308965649,Middle Class
Chhattisgarh,Unnao,Meghalaya,Hindu,SC,Secondary,Businessman,-0.822608844975862,Below Poverty Line
Andhra Pradesh,Deoghar,Uttarakhand,Hindu,SC,Primary,Teacher,11.780275266553787,Middle Class
Chhattisgarh,Mahbubnagar,Bihar,Christian,OBC,Graduate,Daily Wage Worker,13.911009396379802,Middle Class
Goa,Gorakhpur,Uttarakhand,Hindu,ST,Secondary,Doctor,3.111981246788143,Middle Class
Goa,Tadepalligudem,Punjab,Muslim,General,Higher Secondary,Engineer,6.546076985780015,Upper Middle Class
Punjab,Dewas,Uttarakhand,Hindu,General,Post Graduate,Farmer,6.291185688365028,Below Poverty Line
Bihar,Bangalore,Uttar Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,5.033195557935658,Middle Class
Chhattisgarh,Jhansi,Sikkim,Hindu,ST,Higher Secondary,Businessman,8.42821837249876,Below Poverty Line
Nagaland,Meerut,West Bengal,Hindu,General,Graduate,Daily Wage Worker,12.7196957614292,Middle Class
Arunachal Pradesh,Kozhikode,Punjab,Hindu,OBC,Post Graduate,Farmer,-12.011564582840334,Lower Middle Class
Uttarakhand,Haldia,Chhattisgarh,Hindu,OBC,Secondary,Farmer,-14.055289776779652,Upper Middle Class
Manipur,Surat,Telangana,Hindu,ST,Graduate,Daily Wage Worker,6.301176986009273,Middle Class
West Bengal,Tadipatri,Jharkhand,Hindu,SC,Graduate,Teacher,-0.7097190316573725,Middle Class
Haryana,Chittoor,Mizoram,Hindu,OBC,Primary,Engineer,3.115384772793831,Below Poverty Line
Chhattisgarh,Bharatpur,Madhya Pradesh,Hindu,General,Primary,Farmer,5.039826202175342,Middle Class
Sikkim,Alappuzha,Haryana,Hindu,General,Post Graduate,Businessman,8.788577362921792,Below Poverty Line
Himachal Pradesh,Raichur,Chhattisgarh,Hindu,ST,Secondary,Farmer,2.6759059463868358,Below Poverty Line
Manipur,Eluru,Nagaland,Hindu,General,Higher Secondary,Businessman,6.654660393352126,Lower Middle Class
Tamil Nadu,Nagercoil,Himachal Pradesh,Hindu,SC,Higher Secondary,Farmer,2.9560185144553937,Lower Middle Class
Arunachal Pradesh,Gopalpur,Arunachal Pradesh,Hindu,OBC,Graduate,Businessman,-1.2873729013242041,Below Poverty Line
Assam,Jehanabad,Nagaland,Hindu,OBC,Doctorate,Engineer,-0.2205662309758627,Lower Middle Class
Arunachal Pradesh,Nagpur,Kerala,Hindu,General,Graduate,Businessman,24.659176008316145,Upper Middle Class
Bihar,Bareilly,Telangana,Muslim,OBC,Graduate,Daily Wage Worker,15.280606039993454,Upper Middle Class
Arunachal Pradesh,Ludhiana,Sikkim,Hindu,General,Higher Secondary,Daily Wage Worker,15.76398634345366,Upper Middle Class
Karnataka,Karimnagar,Rajasthan,Hindu,SC,Higher Secondary,IT Professional,4.609883699581303,Below Poverty Line
West Bengal,Hospet,Karnataka,Hindu,OBC,Higher Secondary,IT Professional,30.939254623766313,Upper Middle Class
Andhra Pradesh,Bokaro,Kerala,Hindu,OBC,Higher Secondary,Engineer,4.534927770358866,Rich
Gujarat,Arrah,Mizoram,Muslim,General,Graduate,IT Professional,40.84323501871275,Upper Middle Class
Tamil Nadu,Mangalore,Uttarakhand,Hindu,General,Secondary,Businessman,16.817417444230426,Lower Middle Class
West Bengal,Shivpuri,Rajasthan,Hindu,General,Doctorate,Farmer,7.6655228542619085,Lower Middle Class
West Bengal,Jalandhar,Manipur,Hindu,OBC,Graduate,Engineer,10.3103997440782,Lower Middle Class
West Bengal,Guna,Manipur,Hindu,SC,Higher Secondary,Teacher,-9.392109845812351,Below Poverty Line
Uttarakhand,Chandrapur,Jharkhand,Hindu,OBC,Primary,Daily Wage Worker,3.4779727385051884,Lower Middle Class
Telangana,Erode,Odisha,Muslim,General,Graduate,Daily Wage Worker,-6.829003229527165,Upper Middle Class
Meghalaya,Ulhasnagar,Chhattisgarh,Buddhist,OBC,Higher Secondary,Daily Wage Worker,25.950980541672347,Middle Class
Karnataka,Eluru,Rajasthan,Hindu,SC,Doctorate,Daily Wage Worker,21.760851122422856,Lower Middle Class
Meghalaya,Dewas,Madhya Pradesh,Muslim,SC,Post Graduate,Businessman,-6.892141897440364,Below Poverty Line
Himachal Pradesh,Durg,Madhya Pradesh,Hindu,SC,Graduate,Daily Wage Worker,3.3871752766638292,Middle Class
Tamil Nadu,Bhilai,Bihar,Hindu,OBC,Secondary,Teacher,0.18618151132091676,Lower Middle Class
Mizoram,Pudukkottai,Kerala,Hindu,General,Graduate,Farmer,0.38545701806144983,Upper Middle Class
Karnataka,Proddatur,Telangana,Hindu,SC,Graduate,Farmer,-0.30310848821889813,Lower Middle Class
Himachal Pradesh,Rajahmundry,Punjab,Hindu,SC,Secondary,Businessman,1.291132162607839,Middle Class
Gujarat,Nadiad,Haryana,Muslim,OBC,Higher Secondary,Engineer,2.3583061136634957,Lower Middle Class
Uttarakhand,Secunderabad,Meghalaya,Hindu,General,Primary,Farmer,7.766451173296481,Lower Middle Class
Arunachal Pradesh,Kavali,Tamil Nadu,Muslim,OBC,Primary,Businessman,5.242662074885863,Lower Middle Class
Jharkhand,Bardhaman,Karnataka,Hindu,General,Secondary,Daily Wage Worker,-3.3658208693265976,Lower Middle Class
Telangana,Srinagar,Uttar Pradesh,Muslim,OBC,Primary,Businessman,0.5874850811461974,Lower Middle Class
Sikkim,Bardhaman,Rajasthan,Hindu,OBC,Secondary,IT Professional,0.7508485691705964,Rich
Mizoram,Miryalaguda,Arunachal Pradesh,Hindu,OBC,Post Graduate,IT Professional,10.595062587900134,Upper Middle Class
Odisha,Kozhikode,Manipur,Hindu,OBC,Higher Secondary,Businessman,-21.20339877517557,Lower Middle Class
Maharashtra,Bhind,Himachal Pradesh,Hindu,General,Graduate,Teacher,-42.79438362701916,Middle Class
Arunachal Pradesh,Kollam,Punjab,Hindu,OBC,Higher Secondary,Daily Wage Worker,33.94213651662553,Rich
Mizoram,Delhi,Goa,Hindu,OBC,Graduate,Farmer,9.829916480000911,Middle Class
Jharkhand,Guntakal,Punjab,Hindu,General,Graduate,IT Professional,12.118391985989305,Middle Class
Meghalaya,Rohtak,Bihar,Hindu,OBC,Post Graduate,Businessman,10.295936829517206,Upper Middle Class
Mizoram,Anantapuram,Odisha,Buddhist,OBC,Graduate,Engineer,9.492644231499602,Middle Class
Punjab,Surendranagar Dudhrej,Madhya Pradesh,Muslim,General,Secondary,Doctor,4.984483275240766,Lower Middle Class
Tamil Nadu,Bhilwara,Arunachal Pradesh,Hindu,OBC,Graduate,Engineer,-9.475606994679486,Lower Middle Class
Maharashtra,Thanjavur,Manipur,Hindu,General,Higher Secondary,Teacher,13.150675776028972,Lower Middle Class
West Bengal,Ballia,Chhattisgarh,Hindu,OBC,Higher Secondary,Engineer,11.134518547166477,Upper Middle Class
Arunachal Pradesh,Gandhidham,Tripura,Hindu,ST,Secondary,Farmer,11.640447002072296,Middle Class
